20221029-105816:4,5.4
20221029-105817:4,19.1
20221029-105818:4,19.5
20221029-105819:4,28.7
20221029-105820:4,8.1
20221029-105821:4,14.5
20221029-105822:4,8.4
20221029-105823:4,8.6
20221029-105824:4,16.5
20221029-105825:4,28.1
20221029-105827:4,20.4
20221029-105828:4,15.7
20221029-105829:4,17.7
20221029-105830:4,12.3
20221029-105831:4,7.3
20221029-105832:4,20.7
20221029-105833:4,13.1
20221029-105834:4,23.8
20221029-105835:4,20.2
20221029-105836:4,9.6
20221029-105837:4,9.8
